0,3376,4281,6343,11985,14505,16467,18619,18619,18619,18619,22240,22240,22240,22240,22240,18619,18619,18619,18619,18619,18619,18619,18619,18619,18619,18619,18619,18619
3260,0,2531,4593,7227,10299,12261,14413,14413,14413,14413,18034,18034,18034,18034,18034,14413,14413,14413,14413,14413,14413,14413,14413,14413,14413,14413,14413,14413
4165,2531,0,3205,5839,8792,10754,12906,12906,12906,12906,16527,16527,16527,16527,16527,12906,12906,12906,12906,12906,12906,12906,12906,12906,12906,12906,12906,12906
6715,5081,3512,0,2800,5739,7701,9853,9853,9853,9853,13474,13474,13474,13474,13474,9853,9853,9853,9853,9853,9853,9853,9853,9853,9853,9853,9853,9853
8770,7136,5567,3124,0,3656,5618,7770,7770,7770,7770,11391,11391,11391,11391,11391,7770,7770,7770,7770,7770,7770,7770,7770,7770,7770,7770,7770,7770
11981,10347,8778,5698,3641,0,2567,4827,4827,4827,4827,8448,8448,8448,8448,8448,4827,4827,4827,4827,4827,4827,4827,4827,4827,4827,4827,4827,4827
14672,13038,11469,8389,6332,3181,0,3124,3124,3124,3124,6806,6806,6806,6806,6806,3124,3124,3124,3124,3124,3124,3124,3124,3124,3124,3124,3124,3124
16642,15008,13439,10359,8302,5328,3712,0,inf,inf,inf,3620,3620,3620,3620,3620,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
16642,15008,13439,10359,8302,5328,3712,inf,0,inf,inf,3620,3620,3620,3620,3620,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
16642,15008,13439,10359,8302,5328,3712,inf,inf,0,inf,3620,3620,3620,3620,3620,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
16642,15008,13439,10359,8302,5328,3712,inf,inf,inf,0,3620,3620,3620,3620,3620,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
19686,18052,16483,13403,11346,8195,6147,4698,4698,4698,4698,0,inf,inf,inf,inf,4698,4698,4698,4698,4698,4698,4698,4698,4698,4698,4698,4698,4698
19686,18052,16483,13403,11346,8195,6147,4698,4698,4698,4698,inf,0,inf,inf,inf,4698,4698,4698,4698,4698,4698,4698,4698,4698,4698,4698,4698,4698
19686,18052,16483,13403,11346,8195,6147,4698,4698,4698,4698,inf,inf,0,inf,inf,4698,4698,4698,4698,4698,4698,4698,4698,4698,4698,4698,4698,4698
19686,18052,16483,13403,11346,8195,6147,4698,4698,4698,4698,inf,inf,inf,0,inf,4698,4698,4698,4698,4698,4698,4698,4698,4698,4698,4698,4698,4698
19686,18052,16483,13403,11346,8195,6147,4698,4698,4698,4698,inf,inf,inf,inf,0,4698,4698,4698,4698,4698,4698,4698,4698,4698,4698,4698,4698,4698
16642,15008,13439,10359,8302,5328,3712,inf,inf,inf,inf,3620,3620,3620,3620,3620,0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
16642,15008,13439,10359,8302,5328,3712,inf,inf,inf,inf,3620,3620,3620,3620,3620,inf,0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
16642,15008,13439,10359,8302,5328,3712,inf,inf,inf,inf,3620,3620,3620,3620,3620,inf,inf,0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
16642,15008,13439,10359,8302,5328,3712,inf,inf,inf,inf,3620,3620,3620,3620,3620,inf,inf,inf,0,inf,inf,inf,inf,inf,inf,inf,inf,inf
16642,15008,13439,10359,8302,5328,3712,inf,inf,inf,inf,3620,3620,3620,3620,3620,inf,inf,inf,inf,0,inf,inf,inf,inf,inf,inf,inf,inf
16642,15008,13439,10359,8302,5328,3712,inf,inf,inf,inf,3620,3620,3620,3620,3620,inf,inf,inf,inf,inf,0,inf,inf,inf,inf,inf,inf,inf
16642,15008,13439,10359,8302,5328,3712,inf,inf,inf,inf,3620,3620,3620,3620,3620,inf,inf,inf,inf,inf,inf,0,inf,inf,inf,inf,inf,inf
16642,15008,13439,10359,8302,5328,3712,inf,inf,inf,inf,3620,3620,3620,3620,3620,inf,inf,inf,inf,inf,inf,inf,0,inf,inf,inf,inf,inf
16642,15008,13439,10359,8302,5328,3712,inf,inf,inf,inf,3620,3620,3620,3620,3620,inf,inf,inf,inf,inf,inf,inf,inf,0,inf,inf,inf,inf
16642,15008,13439,10359,8302,5328,3712,inf,inf,inf,inf,3620,3620,3620,3620,3620,inf,inf,inf,inf,inf,inf,inf,inf,inf,0,inf,inf,inf
16642,15008,13439,10359,8302,5328,3712,inf,inf,inf,inf,3620,3620,3620,3620,3620,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0,inf,inf
16642,15008,13439,10359,8302,5328,3712,inf,inf,inf,inf,3620,3620,3620,3620,3620,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0,inf
16642,15008,13439,10359,8302,5328,3712,inf,inf,inf,inf,3620,3620,3620,3620,3620,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0
